FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID,Average
Autistica - Organisational Culture,30,15938146,1,1,4,4,4,1,1,8/30/19,1917,2.28571428571429
Autistica - Organisational Culture,30,37603401,1,4,4,4,1,4,1,8/30/19,1918,2.71428571428571
Autistica - Organisational Culture,30,23337145,2,4,4,4,4,4,1,8/30/19,1919,3.28571428571429
Autistica - Organisational Culture,30,99599196,4,1,4,1,4,4,4,8/30/19,1920,3.14285714285714
Autistica - Organisational Culture,30,25718877,4,4,4,4,4,4,1,8/30/19,1921,3.57142857142857
Autistica - Organisational Culture,30,97909632,1,1,1,4,1,4,1,8/30/19,1922,1.85714285714286
Autistica - Organisational Culture,30,40268226,1,4,1,1,1,1,1,8/30/19,1923,1.42857142857143
Autistica - Organisational Culture,30,63985686,1,1,4,4,4,1,4,8/30/19,1924,2.71428571428571
Autistica - Organisational Culture,30,63237915,2,4,4,4,4,1,1,8/30/19,1925,2.85714285714286
Autistica - Organisational Culture,30,50544037,4,1,1,1,1,4,1,8/30/19,1926,1.85714285714286
Autistica - Organisational Culture,30,14286843,4,4,4,4,4,4,1,8/30/19,1927,3.57142857142857
Autistica - Organisational Culture,30,53175760,1,1,4,1,4,4,1,8/30/19,1928,2.28571428571429
Autistica - Organisational Culture,30,56361261,2,1,4,1,1,4,4,8/30/19,1929,2.42857142857143
Autistica - Organisational Culture,30,66411825,2,1,1,4,4,4,4,8/30/19,1930,2.85714285714286
Autistica - Organisational Culture,30,34060153,1,4,4,4,1,4,4,8/30/19,1931,3.14285714285714
Autistica - Organisational Culture,30,11168511,1,4,1,1,1,1,4,8/30/19,1932,1.85714285714286
Autistica - Organisational Culture,30,85920205,1,4,4,1,1,1,1,8/30/19,1933,1.85714285714286
Autistica - Organisational Culture,30,83766303,4,1,4,4,4,4,4,8/30/19,1934,3.57142857142857
Autistica - Organisational Culture,30,64793738,1,1,4,4,4,1,4,8/30/19,1935,2.71428571428571
Autistica - Organisational Culture,30,59096037,2,1,4,4,1,1,4,8/30/19,1936,2.42857142857143
Autistica - Organisational Culture,30,77773077,2,4,4,1,4,1,4,8/30/19,1937,2.85714285714286
Autistica - Organisational Culture,30,47375033,1,4,1,1,4,1,4,8/30/19,1938,2.28571428571429
Autistica - Organisational Culture,30,39847852,4,4,4,4,1,1,1,8/30/19,1939,2.71428571428571
Autistica - Organisational Culture,30,68971632,2,4,1,4,4,4,1,8/30/19,1940,2.85714285714286
Autistica - Organisational Culture,30,22090963,2,1,1,1,1,4,4,8/30/19,1941,2
Autistica - Organisational Culture,30,60377624,2,1,1,1,1,1,4,8/30/19,1942,1.57142857142857
Autistica - Organisational Culture,30,30738880,1,4,1,1,4,1,4,8/30/19,1943,2.28571428571429
Autistica - Organisational Culture,30,86589369,4,4,4,1,4,4,1,8/30/19,1944,3.14285714285714
Autistica - Organisational Culture,30,66155821,2,4,4,4,1,4,4,8/30/19,1945,3.28571428571429
Autistica - Organisational Culture,30,61677296,2,4,4,4,4,1,1,8/30/19,1946,2.85714285714286
Autistica - Organisational Culture,30,56419454,1,4,4,4,1,1,4,8/30/19,1947,2.71428571428571
Autistica - Organisational Culture,30,86397034,1,1,4,1,4,1,1,8/30/19,1948,1.85714285714286
Autistica - Organisational Culture,30,41455969,2,1,1,1,1,1,1,8/30/19,1949,1.14285714285714
Autistica - Organisational Culture,30,23394144,1,1,4,4,1,1,4,8/30/19,1950,2.28571428571429
Autistica - Organisational Culture,30,21326904,1,1,4,1,4,1,1,8/30/19,1951,1.85714285714286
Autistica - Organisational Culture,30,44980497,1,4,1,4,4,4,1,8/30/19,1952,2.71428571428571
Autistica - Organisational Culture,30,38982647,1,1,1,4,4,1,1,8/30/19,1953,1.85714285714286
Autistica - Organisational Culture,30,80484260,2,1,4,4,4,4,4,8/30/19,1954,3.28571428571429
Autistica - Organisational Culture,30,24052776,2,4,4,1,1,1,4,8/30/19,1955,2.42857142857143
Autistica - Organisational Culture,30,70538701,1,4,1,4,1,4,1,8/30/19,1956,2.28571428571429
Autistica - Organisational Culture,30,89804580,4,4,4,1,4,4,4,8/30/19,1957,3.57142857142857
Autistica - Organisational Culture,30,17191527,1,1,4,1,1,4,4,8/30/19,1958,2.28571428571429
Autistica - Organisational Culture,30,12248148,4,4,4,4,4,4,4,8/30/19,1959,4
Autistica - Organisational Culture,30,14567809,1,1,1,4,1,4,1,8/30/19,1960,1.85714285714286
Autistica - Organisational Culture,30,53779464,4,4,1,4,1,1,4,8/30/19,1961,2.71428571428571
Autistica - Organisational Culture,30,97777931,1,4,4,1,4,4,4,8/30/19,1962,3.14285714285714
Autistica - Organisational Culture,30,99713717,1,1,4,1,4,1,4,8/30/19,1963,2.28571428571429
Autistica - Organisational Culture,30,93466703,1,1,4,1,1,4,4,8/30/19,1964,2.28571428571429
Autistica - Organisational Culture,30,37419497,1,4,4,4,4,4,1,8/30/19,1965,3.14285714285714
Autistica - Organisational Culture,30,35358065,4,1,1,4,1,4,1,8/30/19,1966,2.28571428571429
Autistica - Organisational Culture,30,86131995,1,1,4,1,4,1,4,8/30/19,1967,2.28571428571429
Autistica - Organisational Culture,30,57180656,4,4,1,4,1,4,4,8/30/19,1968,3.14285714285714
Autistica - Organisational Culture,30,62929404,1,4,4,1,4,4,4,8/30/19,1969,3.14285714285714
Autistica - Organisational Culture,30,30901982,1,1,1,4,1,4,4,8/30/19,1970,2.28571428571429
Autistica - Organisational Culture,30,93085379,1,4,4,4,4,4,4,8/30/19,1971,3.57142857142857
Autistica - Organisational Culture,30,77431644,1,4,1,4,1,1,4,8/30/19,1972,2.28571428571429
Autistica - Organisational Culture,30,67013133,1,1,1,4,4,4,1,8/30/19,1973,2.28571428571429
Autistica - Organisational Culture,30,13838301,2,1,4,1,4,4,1,8/30/19,1974,2.42857142857143
Autistica - Organisational Culture,30,66718298,1,4,1,1,1,4,1,8/30/19,1975,1.85714285714286
Autistica - Organisational Culture,30,24641611,1,4,1,1,4,4,4,8/30/19,1976,2.71428571428571
Autistica - Organisational Culture,30,67388864,4,1,1,1,4,4,4,8/30/19,1977,2.71428571428571
Autistica - Organisational Culture,30,25055544,2,4,1,1,1,4,1,8/30/19,1978,2
Autistica - Organisational Culture,30,24503298,4,4,4,4,1,1,1,8/30/19,1979,2.71428571428571
Autistica - Organisational Culture,30,43928283,2,4,1,4,1,4,1,8/30/19,1980,2.42857142857143
Autistica - Organisational Culture,30,19630284,1,4,1,1,1,4,4,8/30/19,1981,2.28571428571429
Autistica - Organisational Culture,30,87042105,2,4,4,4,1,4,1,8/30/19,1982,2.85714285714286
Autistica - Organisational Culture,30,71593024,1,4,4,4,4,4,4,8/30/19,1983,3.57142857142857
Autistica - Organisational Culture,30,31866214,4,4,4,4,1,1,4,8/30/19,1984,3.14285714285714
Autistica - Organisational Culture,30,97162166,1,1,1,1,1,1,1,8/30/19,1985,1
Autistica - Organisational Culture,30,41273901,4,1,1,1,1,1,1,8/30/19,1986,1.42857142857143
Autistica - Organisational Culture,30,43440948,1,4,1,4,4,4,4,8/30/19,1987,3.14285714285714
Autistica - Organisational Culture,30,77705205,1,4,4,4,1,4,1,8/30/19,1988,2.71428571428571
Autistica - Organisational Culture,30,58358243,1,4,1,1,1,1,4,8/30/19,1989,1.85714285714286
Autistica - Organisational Culture,30,47815963,1,4,1,4,1,1,4,8/30/19,1990,2.28571428571429
Autistica - Organisational Culture,30,69828639,1,4,1,4,4,1,1,8/30/19,1991,2.28571428571429
Autistica - Organisational Culture,30,38868666,2,4,1,1,1,1,4,8/30/19,1992,2
Autistica - Organisational Culture,30,72888018,2,4,1,4,1,1,4,8/30/19,1993,2.42857142857143
Autistica - Organisational Culture,30,43522829,4,1,4,1,1,1,4,8/30/19,1994,2.28571428571429
Autistica - Organisational Culture,30,41811454,2,1,4,1,1,4,1,8/30/19,1995,2
Autistica - Organisational Culture,30,40690745,1,4,4,1,4,1,1,8/30/19,1996,2.28571428571429
Autistica - Organisational Culture,30,25057429,2,1,4,1,4,4,4,8/30/19,1997,2.85714285714286
Autistica - Organisational Culture,30,39249976,4,1,4,1,1,1,1,8/30/19,1998,1.85714285714286
Autistica - Organisational Culture,30,63410382,2,1,4,4,1,4,4,8/30/19,1999,2.85714285714286
Autistica - Organisational Culture,30,61657100,1,1,4,1,4,1,4,8/30/19,2000,2.28571428571429
Autistica - Organisational Culture,30,22222222,1,4,1,1,4,4,4,9/1/19,2001,2.71428571428571
Autistica - Organisational Culture,30,11111111,1,1,4,1,4,4,4,9/1/19,2002,2.71428571428571
Autistica - Organisational Culture,30,12077101,1,1,4,1,1,1,1,9/1/19,2003,1.42857142857143
Autistica - Organisational Culture,30,38961843,2,4,4,4,4,1,4,9/1/19,2004,3.28571428571429
Autistica - Organisational Culture,30,67611589,1,4,1,1,1,1,1,9/1/19,2005,1.42857142857143
Autistica - Organisational Culture,30,32500162,1,1,1,4,1,1,4,9/1/19,2006,1.85714285714286
Autistica - Organisational Culture,30,90705766,4,4,1,4,4,1,1,9/1/19,2007,2.71428571428571
Autistica - Organisational Culture,30,46465154,2,4,4,1,1,4,1,9/1/19,2008,2.42857142857143
Autistica - Organisational Culture,30,36480781,1,1,1,4,1,1,4,9/1/19,2009,1.85714285714286
Autistica - Organisational Culture,30,86004302,1,1,1,1,1,4,1,9/1/19,2010,1.42857142857143
Autistica - Organisational Culture,30,74046800,4,4,1,1,4,4,4,9/1/19,2011,3.14285714285714
Autistica - Organisational Culture,30,67512682,1,1,1,4,1,1,1,9/1/19,2012,1.42857142857143
Autistica - Organisational Culture,30,87436666,4,4,1,1,1,1,4,9/1/19,2013,2.28571428571429
Autistica - Organisational Culture,30,28755653,1,4,1,4,4,1,4,9/1/19,2014,2.71428571428571
Autistica - Organisational Culture,30,66722819,1,4,4,1,4,4,1,9/1/19,2015,2.71428571428571
Autistica - Organisational Culture,30,65438804,4,4,4,4,4,4,1,9/1/19,2016,3.57142857142857
Autistica - Organisational Culture,30,15938146,1,1,1,1,1,4,4,9/1/19,2017,1.85714285714286
Autistica - Organisational Culture,30,37603401,1,4,4,1,1,4,4,9/1/19,2018,2.71428571428571
Autistica - Organisational Culture,30,23337145,1,4,4,1,1,4,1,9/1/19,2019,2.28571428571429
Autistica - Organisational Culture,30,99599196,1,4,4,4,1,1,4,9/1/19,2020,2.71428571428571
Autistica - Organisational Culture,30,25718877,4,1,1,4,1,4,1,9/1/19,2021,2.28571428571429
Autistica - Organisational Culture,30,97909632,4,1,1,4,1,1,1,9/1/19,2022,1.85714285714286
Autistica - Organisational Culture,30,40268226,2,4,4,1,4,4,1,9/1/19,2023,2.85714285714286
Autistica - Organisational Culture,30,63985686,1,4,4,1,1,4,1,9/1/19,2024,2.28571428571429
Autistica - Organisational Culture,30,63237915,4,1,1,1,1,1,4,9/1/19,2025,1.85714285714286
Autistica - Organisational Culture,30,50544037,1,4,1,4,1,4,1,9/1/19,2026,2.28571428571429
Autistica - Organisational Culture,30,14286843,2,4,4,1,4,1,4,9/1/19,2027,2.85714285714286
Autistica - Organisational Culture,30,53175760,2,4,4,4,4,1,1,9/1/19,2028,2.85714285714286
Autistica - Organisational Culture,30,56361261,2,1,4,1,1,1,1,9/1/19,2029,1.57142857142857
Autistica - Organisational Culture,30,66411825,1,4,1,4,1,4,1,9/1/19,2030,2.28571428571429
Autistica - Organisational Culture,30,34060153,1,4,4,1,1,4,1,9/1/19,2031,2.28571428571429
Autistica - Organisational Culture,30,11168511,4,4,4,4,4,4,4,9/1/19,2032,4
Autistica - Organisational Culture,30,85920205,1,1,4,1,4,1,4,9/1/19,2033,2.28571428571429
Autistica - Organisational Culture,30,83766303,1,4,1,4,4,4,1,9/1/19,2034,2.71428571428571
Autistica - Organisational Culture,30,64793738,2,1,4,4,1,4,4,9/1/19,2035,2.85714285714286
Autistica - Organisational Culture,30,59096037,1,4,4,1,4,4,4,9/1/19,2036,3.14285714285714
Autistica - Organisational Culture,30,77773077,4,1,4,4,1,4,4,9/1/19,2037,3.14285714285714
Autistica - Organisational Culture,30,47375033,4,4,4,1,1,1,4,9/1/19,2038,2.71428571428571
Autistica - Organisational Culture,30,39847852,4,1,1,4,1,4,1,9/1/19,2039,2.28571428571429
Autistica - Organisational Culture,30,68971632,1,1,1,4,1,1,1,9/1/19,2040,1.42857142857143
Autistica - Organisational Culture,30,22090963,4,1,4,1,1,4,4,9/1/19,2041,2.71428571428571
Autistica - Organisational Culture,30,60377624,1,4,4,1,4,1,4,9/1/19,2042,2.71428571428571
Autistica - Organisational Culture,30,30738880,1,1,4,4,1,4,1,9/1/19,2043,2.28571428571429
Autistica - Organisational Culture,30,86589369,4,1,4,4,4,1,1,9/1/19,2044,2.71428571428571
Autistica - Organisational Culture,30,66155821,4,4,1,4,1,1,4,9/1/19,2045,2.71428571428571
Autistica - Organisational Culture,30,61677296,2,1,1,1,4,4,1,9/1/19,2046,2
Autistica - Organisational Culture,30,56419454,1,4,4,4,1,1,1,9/1/19,2047,2.28571428571429
Autistica - Organisational Culture,30,86397034,4,1,1,4,1,4,1,9/1/19,2048,2.28571428571429
Autistica - Organisational Culture,30,41455969,2,4,1,4,1,1,4,9/1/19,2049,2.42857142857143
Autistica - Organisational Culture,30,23394144,2,4,4,1,4,4,1,9/1/19,2050,2.85714285714286
Autistica - Organisational Culture,30,21326904,2,1,1,4,4,1,1,9/1/19,2051,2
Autistica - Organisational Culture,30,44980497,1,1,4,1,4,4,1,9/1/19,2052,2.28571428571429
Autistica - Organisational Culture,30,38982647,2,1,1,4,4,4,4,9/1/19,2053,2.85714285714286
Autistica - Organisational Culture,30,80484260,2,1,4,4,4,4,4,9/1/19,2054,3.28571428571429
Autistica - Organisational Culture,30,24052776,4,4,4,4,1,4,4,9/1/19,2055,3.57142857142857
Autistica - Organisational Culture,30,70538701,1,4,1,1,1,4,4,9/1/19,2056,2.28571428571429
Autistica - Organisational Culture,30,89804580,1,4,1,1,4,4,4,9/1/19,2057,2.71428571428571
Autistica - Organisational Culture,30,17191527,1,4,4,4,1,4,1,9/1/19,2058,2.71428571428571
Autistica - Organisational Culture,30,12248148,1,4,4,1,1,4,4,9/1/19,2059,2.71428571428571
Autistica - Organisational Culture,30,14567809,1,1,4,1,4,1,4,9/1/19,2060,2.28571428571429
Autistica - Organisational Culture,30,53779464,1,4,1,4,1,4,4,9/1/19,2061,2.71428571428571
Autistica - Organisational Culture,30,97777931,1,4,4,4,1,4,1,9/1/19,2062,2.71428571428571
Autistica - Organisational Culture,30,99713717,4,1,4,1,1,1,4,9/1/19,2063,2.28571428571429
Autistica - Organisational Culture,30,93466703,1,1,1,1,1,1,4,9/1/19,2064,1.42857142857143
Autistica - Organisational Culture,30,37419497,1,1,4,4,4,4,1,9/1/19,2065,2.71428571428571
Autistica - Organisational Culture,30,35358065,1,1,1,4,4,4,4,9/1/19,2066,2.71428571428571
Autistica - Organisational Culture,30,86131995,4,1,1,4,4,4,4,9/1/19,2067,3.14285714285714
Autistica - Organisational Culture,30,57180656,1,4,1,4,4,1,1,9/1/19,2068,2.28571428571429
Autistica - Organisational Culture,30,62929404,4,4,4,1,4,1,4,9/1/19,2069,3.14285714285714
Autistica - Organisational Culture,30,30901982,1,1,4,4,1,1,1,9/1/19,2070,1.85714285714286
Autistica - Organisational Culture,30,93085379,4,4,4,1,4,1,4,9/1/19,2071,3.14285714285714
Autistica - Organisational Culture,30,77431644,4,1,1,1,4,4,4,9/1/19,2072,2.71428571428571
Autistica - Organisational Culture,30,67013133,1,4,1,1,1,4,1,9/1/19,2073,1.85714285714286
Autistica - Organisational Culture,30,13838301,2,1,1,4,4,1,1,9/1/19,2074,2
Autistica - Organisational Culture,30,66718298,1,4,4,4,4,1,4,9/1/19,2075,3.14285714285714
Autistica - Organisational Culture,30,24641611,2,4,4,4,1,4,1,9/1/19,2076,2.85714285714286
Autistica - Organisational Culture,30,67388864,1,1,4,1,1,4,4,9/1/19,2077,2.28571428571429
Autistica - Organisational Culture,30,25055544,1,1,4,1,1,4,1,9/1/19,2078,1.85714285714286
Autistica - Organisational Culture,30,24503298,4,4,1,1,4,4,4,9/1/19,2079,3.14285714285714
Autistica - Organisational Culture,30,43928283,4,4,4,1,1,1,1,9/1/19,2080,2.28571428571429
Autistica - Organisational Culture,30,19630284,1,1,1,4,4,4,4,9/1/19,2081,2.71428571428571
Autistica - Organisational Culture,30,87042105,4,1,4,1,4,4,4,9/1/19,2082,3.14285714285714
Autistica - Organisational Culture,30,71593024,1,1,4,4,1,1,4,9/1/19,2083,2.28571428571429
Autistica - Organisational Culture,30,31866214,2,4,1,4,1,4,1,9/1/19,2084,2.42857142857143
Autistica - Organisational Culture,30,97162166,1,4,4,1,4,4,1,9/1/19,2085,2.71428571428571
Autistica - Organisational Culture,30,41273901,2,4,4,1,4,1,1,9/1/19,2086,2.42857142857143
Autistica - Organisational Culture,30,43440948,4,4,4,4,1,4,4,9/1/19,2087,3.57142857142857
Autistica - Organisational Culture,30,77705205,1,1,4,4,4,1,1,9/1/19,2088,2.28571428571429
Autistica - Organisational Culture,30,58358243,2,4,1,1,4,1,4,9/1/19,2089,2.42857142857143
Autistica - Organisational Culture,30,47815963,4,1,4,4,1,4,4,9/1/19,2090,3.14285714285714
Autistica - Organisational Culture,30,69828639,2,1,1,4,1,4,4,9/1/19,2091,2.42857142857143
Autistica - Organisational Culture,30,38868666,1,1,1,1,1,4,4,9/1/19,2092,1.85714285714286
Autistica - Organisational Culture,30,72888018,4,4,1,1,4,4,4,9/1/19,2093,3.14285714285714
Autistica - Organisational Culture,30,43522829,1,1,1,4,4,1,1,9/1/19,2094,1.85714285714286
Autistica - Organisational Culture,30,41811454,1,1,1,4,1,1,4,9/1/19,2095,1.85714285714286
Autistica - Organisational Culture,30,40690745,1,4,1,1,1,1,1,9/1/19,2096,1.42857142857143
Autistica - Organisational Culture,30,25057429,1,1,4,4,4,1,4,9/1/19,2097,2.71428571428571
Autistica - Organisational Culture,30,39249976,2,4,4,4,1,1,1,9/1/19,2098,2.42857142857143
Autistica - Organisational Culture,30,63410382,1,1,4,4,4,4,4,9/1/19,2099,3.14285714285714
Autistica - Organisational Culture,30,61657100,4,1,1,1,4,4,1,9/1/19,2100,2.28571428571429
Autistica - Organisational Culture,30,22222222,1,4,1,1,1,4,4,9/14/19,2101,2.28571428571429
Autistica - Organisational Culture,30,11111111,4,4,4,4,4,4,4,9/14/19,2102,4
Autistica - Organisational Culture,30,12077101,1,1,1,4,1,1,1,9/14/19,2103,1.42857142857143
Autistica - Organisational Culture,30,38961843,2,4,4,4,4,4,1,9/14/19,2104,3.28571428571429
Autistica - Organisational Culture,30,67611589,2,4,4,1,1,1,4,9/14/19,2105,2.42857142857143
Autistica - Organisational Culture,30,32500162,1,4,1,1,1,1,4,9/14/19,2106,1.85714285714286
Autistica - Organisational Culture,30,90705766,2,1,4,4,1,1,1,9/14/19,2107,2
Autistica - Organisational Culture,30,46465154,1,1,4,4,4,4,4,9/14/19,2108,3.14285714285714
Autistica - Organisational Culture,30,36480781,1,1,1,4,4,4,4,9/14/19,2109,2.71428571428571
Autistica - Organisational Culture,30,86004302,1,4,4,1,1,4,1,9/14/19,2110,2.28571428571429
Autistica - Organisational Culture,30,74046800,4,1,1,4,4,1,1,9/14/19,2111,2.28571428571429
Autistica - Organisational Culture,30,67512682,1,1,1,4,1,1,4,9/14/19,2112,1.85714285714286
Autistica - Organisational Culture,30,87436666,4,1,1,4,1,1,1,9/14/19,2113,1.85714285714286
Autistica - Organisational Culture,30,28755653,1,4,4,1,1,4,1,9/14/19,2114,2.28571428571429
Autistica - Organisational Culture,30,66722819,1,1,1,1,4,4,4,9/14/19,2115,2.28571428571429
Autistica - Organisational Culture,30,65438804,1,4,1,1,1,1,1,9/14/19,2116,1.42857142857143
Autistica - Organisational Culture,30,15938146,2,1,4,1,1,1,4,9/14/19,2117,2
Autistica - Organisational Culture,30,37603401,4,1,1,4,1,1,4,9/14/19,2118,2.28571428571429
Autistica - Organisational Culture,30,23337145,1,4,1,1,4,4,1,9/14/19,2119,2.28571428571429
Autistica - Organisational Culture,30,99599196,4,1,4,4,4,4,1,9/14/19,2120,3.14285714285714
Autistica - Organisational Culture,30,25718877,2,4,1,4,1,1,4,9/14/19,2121,2.42857142857143
Autistica - Organisational Culture,30,97909632,1,1,4,4,4,4,4,9/14/19,2122,3.14285714285714
Autistica - Organisational Culture,30,40268226,1,4,4,4,4,1,1,9/14/19,2123,2.71428571428571
Autistica - Organisational Culture,30,63985686,2,4,1,1,1,1,4,9/14/19,2124,2
Autistica - Organisational Culture,30,63237915,1,1,4,4,1,1,4,9/14/19,2125,2.28571428571429
Autistica - Organisational Culture,30,50544037,1,4,4,1,4,1,4,9/14/19,2126,2.71428571428571
Autistica - Organisational Culture,30,14286843,4,4,1,4,1,4,4,9/14/19,2127,3.14285714285714
Autistica - Organisational Culture,30,53175760,1,4,1,1,4,4,4,9/14/19,2128,2.71428571428571
Autistica - Organisational Culture,30,56361261,4,1,1,1,4,1,4,9/14/19,2129,2.28571428571429
Autistica - Organisational Culture,30,66411825,2,1,4,1,1,4,4,9/14/19,2130,2.42857142857143
Autistica - Organisational Culture,30,34060153,2,1,1,4,4,4,4,9/14/19,2131,2.85714285714286
Autistica - Organisational Culture,30,11168511,1,4,4,1,1,1,4,9/14/19,2132,2.28571428571429
Autistica - Organisational Culture,30,85920205,1,4,1,1,4,4,4,9/14/19,2133,2.71428571428571
Autistica - Organisational Culture,30,83766303,1,1,1,4,1,1,1,9/14/19,2134,1.42857142857143
Autistica - Organisational Culture,30,64793738,4,4,4,1,4,1,4,9/14/19,2135,3.14285714285714
Autistica - Organisational Culture,30,59096037,2,1,1,4,4,4,1,9/14/19,2136,2.42857142857143
Autistica - Organisational Culture,30,77773077,4,1,4,1,4,1,4,9/14/19,2137,2.71428571428571
Autistica - Organisational Culture,30,47375033,1,4,4,4,1,4,4,9/14/19,2138,3.14285714285714
Autistica - Organisational Culture,30,39847852,1,4,4,4,1,4,1,9/14/19,2139,2.71428571428571
Autistica - Organisational Culture,30,68971632,4,1,4,1,1,4,1,9/14/19,2140,2.28571428571429
Autistica - Organisational Culture,30,22090963,4,4,4,1,1,1,4,9/14/19,2141,2.71428571428571
Autistica - Organisational Culture,30,60377624,4,4,4,4,4,4,1,9/14/19,2142,3.57142857142857
Autistica - Organisational Culture,30,30738880,2,1,4,4,1,1,4,9/14/19,2143,2.42857142857143
Autistica - Organisational Culture,30,86589369,1,1,1,1,1,4,1,9/14/19,2144,1.42857142857143
Autistica - Organisational Culture,30,66155821,1,4,1,4,4,4,4,9/14/19,2145,3.14285714285714
Autistica - Organisational Culture,30,61677296,1,4,1,1,4,1,1,9/14/19,2146,1.85714285714286
Autistica - Organisational Culture,30,56419454,2,1,1,4,4,1,1,9/14/19,2147,2
Autistica - Organisational Culture,30,86397034,1,1,1,1,4,4,4,9/14/19,2148,2.28571428571429
Autistica - Organisational Culture,30,41455969,2,1,4,4,4,4,4,9/14/19,2149,3.28571428571429
Autistica - Organisational Culture,30,23394144,4,1,1,4,1,4,4,9/14/19,2150,2.71428571428571
Autistica - Organisational Culture,30,21326904,1,1,1,1,1,4,1,9/14/19,2151,1.42857142857143
Autistica - Organisational Culture,30,44980497,2,1,1,4,1,1,4,9/14/19,2152,2
Autistica - Organisational Culture,30,38982647,1,1,1,1,1,1,4,9/14/19,2153,1.42857142857143
Autistica - Organisational Culture,30,80484260,4,4,4,4,1,1,4,9/14/19,2154,3.14285714285714
Autistica - Organisational Culture,30,24052776,1,4,4,4,4,1,4,9/14/19,2155,3.14285714285714
Autistica - Organisational Culture,30,70538701,2,4,4,4,1,4,4,9/14/19,2156,3.28571428571429
Autistica - Organisational Culture,30,89804580,2,4,1,1,1,4,4,9/14/19,2157,2.42857142857143
Autistica - Organisational Culture,30,17191527,1,1,1,4,1,1,4,9/14/19,2158,1.85714285714286
Autistica - Organisational Culture,30,12248148,2,4,4,4,4,4,4,9/14/19,2159,3.71428571428571
Autistica - Organisational Culture,30,14567809,2,4,1,4,1,1,4,9/14/19,2160,2.42857142857143
Autistica - Organisational Culture,30,53779464,1,4,4,4,1,1,1,9/14/19,2161,2.28571428571429
Autistica - Organisational Culture,30,97777931,1,1,4,1,1,4,4,9/14/19,2162,2.28571428571429
Autistica - Organisational Culture,30,99713717,1,4,4,1,1,4,4,9/14/19,2163,2.71428571428571
Autistica - Organisational Culture,30,93466703,1,4,1,4,4,1,1,9/14/19,2164,2.28571428571429
Autistica - Organisational Culture,30,37419497,1,4,1,1,4,4,4,9/14/19,2165,2.71428571428571
Autistica - Organisational Culture,30,35358065,1,4,4,4,1,1,4,9/14/19,2166,2.71428571428571
Autistica - Organisational Culture,30,86131995,1,4,4,4,1,4,4,9/14/19,2167,3.14285714285714
Autistica - Organisational Culture,30,57180656,2,4,4,1,1,1,1,9/14/19,2168,2
Autistica - Organisational Culture,30,62929404,1,1,1,4,1,1,1,9/14/19,2169,1.42857142857143
Autistica - Organisational Culture,30,30901982,4,4,4,1,4,4,1,9/14/19,2170,3.14285714285714
Autistica - Organisational Culture,30,93085379,1,4,4,4,1,4,1,9/14/19,2171,2.71428571428571
Autistica - Organisational Culture,30,77431644,1,4,1,4,4,1,1,9/14/19,2172,2.28571428571429
Autistica - Organisational Culture,30,67013133,1,1,4,4,4,1,4,9/14/19,2173,2.71428571428571
Autistica - Organisational Culture,30,13838301,1,1,1,4,1,1,4,9/14/19,2174,1.85714285714286
Autistica - Organisational Culture,30,66718298,4,1,1,4,1,1,1,9/14/19,2175,1.85714285714286
Autistica - Organisational Culture,30,24641611,2,4,1,4,1,4,4,9/14/19,2176,2.85714285714286
Autistica - Organisational Culture,30,67388864,1,4,4,4,1,1,4,9/14/19,2177,2.71428571428571
Autistica - Organisational Culture,30,25055544,1,1,1,4,1,4,4,9/14/19,2178,2.28571428571429
Autistica - Organisational Culture,30,24503298,1,1,1,4,1,1,1,9/14/19,2179,1.42857142857143
Autistica - Organisational Culture,30,43928283,1,1,4,1,4,4,4,9/14/19,2180,2.71428571428571
Autistica - Organisational Culture,30,19630284,1,4,1,4,4,4,4,9/14/19,2181,3.14285714285714
Autistica - Organisational Culture,30,87042105,1,4,4,4,1,4,4,9/14/19,2182,3.14285714285714
Autistica - Organisational Culture,30,71593024,4,1,1,4,4,4,4,9/14/19,2183,3.14285714285714
Autistica - Organisational Culture,30,31866214,2,4,4,4,1,1,1,9/14/19,2184,2.42857142857143
Autistica - Organisational Culture,30,97162166,1,1,4,1,1,4,1,9/14/19,2185,1.85714285714286
Autistica - Organisational Culture,30,41273901,2,4,1,4,1,1,1,9/14/19,2186,2
Autistica - Organisational Culture,30,43440948,4,4,1,4,4,1,1,9/14/19,2187,2.71428571428571
Autistica - Organisational Culture,30,77705205,1,1,4,1,4,4,4,9/14/19,2188,2.71428571428571
Autistica - Organisational Culture,30,58358243,1,4,1,1,1,4,4,9/14/19,2189,2.28571428571429
Autistica - Organisational Culture,30,47815963,2,4,4,1,1,4,4,9/14/19,2190,2.85714285714286
Autistica - Organisational Culture,30,69828639,1,4,1,4,4,1,4,9/14/19,2191,2.71428571428571
Autistica - Organisational Culture,30,38868666,1,1,1,1,4,1,4,9/14/19,2192,1.85714285714286
Autistica - Organisational Culture,30,72888018,1,4,1,1,1,1,1,9/14/19,2193,1.42857142857143
