FormName,FormFreq,Username,Q1,Q2,Q3,Q4,Q5,Date,ID
Autistica - Adjustments,7,24052776,I asked for deadlines but I was not given them. ,I was successful in meeting my deadlines,Here are some things that have helped Extra time meeting with managers,My friend told me about another friend who said that:  excellent autistic creativity,I think there has been enough research on younger populations,9/30/19,2255
Autistica - Adjustments,7,70538701,I don’t like cookies but my team keeps celebrating cookies,I have more confidence in meetings,I have tried the following: Ability to control temperature,My friend told me about another friend who said that:  superior focus,I can’t think of any right now,9/30/19,2256
Autistica - Adjustments,7,89804580,"Communciation styles are where there are misunderstnadings. I am an introvert, they are an extrovert",I was able to use text instead of speech to interact in the meeting,Here are some things that have helped Ear plugs,My friend told me about another friend who said that:  low income and employment for autistic people,I think there should be better pathways to requesting adjustments,9/30/19,2257
Autistica - Adjustments,7,17191527,Every birthday my office buys me cake but I don't eat cake,I have reduced the arguments I have with people,I have requested this: Allocated desk (i.e. in otherwise hot-desking environment),I read a newspaper article about: low income and employment for autistic people,I think there should be more research in to employment opportunities,9/30/19,2258
Autistica - Adjustments,7,12248148,We had an overnight hackathon and there were not enough vegan options,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Some things which I have tried are: Process for having concerns recorded and taken seriously,I watched a film about: a cyber hacker,Nope,9/30/19,2259
Autistica - Adjustments,7,14567809,We had an overnight hackathon and there were not enough vegan options,I was able to network well this week which I usually struggle with,I've not had much success asking for the following: Ability to control temperature,I watched a film about: a cyber hacker,I think there should be more research in to employment opportunities,9/30/19,2260
Autistica - Adjustments,7,53779464,I don’t like socialising but it is compulsory to network as part of my job,I enjoyed my work this week,I've not had much success asking for the following: Avoiding unnecessary metaphorical and idiomatic language.,My friend told me about another friend who said that:  a mathematic genius,Visualisations are nice,9/30/19,2261
Autistica - Adjustments,7,97777931,Every birthday my office buys me cake but I don't eat cake,I had a meeting with my boss to change the lighting and it was changed,Some things which I have tried are: Maximise personal space where possible (e.g. spaced out seating in meetings),I saw a story about a: difficulty in switching between tasks,I would like to upgrade this app,9/30/19,2262
Autistica - Adjustments,7,99713717,Sometime people misread my facial expressions,I was successful in meeting my deadlines,I've not had much success asking for the following: Offering the option to refuse taking on more work (since some employees find it very difficult to say no),I watched a film about: difficulty in switching between tasks,Really enjoying this app,9/30/19,2263
Autistica - Adjustments,7,93466703,"I think there could be better communication, when I get instructions verbally I am overwhelmed",My typing speed has increased a lot,I have tried the following: Training staff on neurodiversity and specific needs,I saw a story about a: superior focus,Nope,9/30/19,2264
Autistica - Adjustments,7,37419497,Every birthday my office buys me cake but I don't eat cake,I was successful in meeting my deadlines,Examples of good adjustments include: No overnight stays,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be more research in to employment opportunities,9/30/19,2265
Autistica - Adjustments,7,35358065,I was reallocated a new desk even though I liked my old desk,I worked in the quite room and that was very productive,I've not had much success asking for the following: A team culture of not eating lunch at desks,I watched a film about: low income and employment for autistic people,I think there has been enough research on younger populations,9/30/19,2266
Autistica - Adjustments,7,86131995,I'm always asked to shake hands of clients but I don’t like to touch other people,I enjoyed my work this week,Some things which I have tried are: Changing to part time work,I read a newspaper article about: a cyber hacker,Really enjoying this app,9/30/19,2267
Autistica - Adjustments,7,57180656,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I managed my anxiety before a big presentation better,I have requested this: Training staff on neurodiversity and specific needs,I saw a story about a: bad parenting,I would like to upgrade this app,9/30/19,2268
Autistica - Adjustments,7,62929404,My manager sucks,I have more confidence in meetings,I would like to have more of: No overnight stays,I saw a story about a: superior focus,Nope,9/30/19,2269
Autistica - Adjustments,7,30901982,I don’t like socialising but it is compulsory to network as part of my job,I managed my anxiety before a big presentation better,Here are some things that have helped Blue screen filter for computer screen,My friend told me about another friend who said that:  bad parenting,Nope,9/30/19,2270
Autistica - Adjustments,7,93085379,My manager often criticises me,I haven’t had any success,Here are some things that have helped Changing to part time work,My friend told me about another friend who said that:  bad parenting,Visualisations are nice,9/30/19,2271
Autistica - Adjustments,7,77431644,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I worked in the quite room and that was very productive,I've not had much success asking for the following: Process for having concerns recorded and taken seriously,I watched a film about: excellent autistic creativity,Not sure what to say,9/30/19,2272
Autistica - Adjustments,7,67013133,My manager often criticises me,I ate less gluten which is harder than it sounds,Here are some things that have helped Allocated desk (i.e. in otherwise hot-desking environment),I saw a story about a: difficulty in switching between tasks,Really enjoying this app,9/30/19,2273
Autistica - Adjustments,7,13838301,My manager sucks,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Some things which I have tried are: Ability to control temperature,I read a newspaper article about: bad parenting,I think there should be more research in to employment opportunities,9/30/19,2274
Autistica - Adjustments,7,66718298,I asked for deadlines but I was not given them. ,My typing speed has increased a lot,Some things which I have tried are: Training staff on neurodiversity and specific needs,I saw a story about a: a cyber hacker,I think there has been enough research on younger populations,9/30/19,2275
Autistica - Adjustments,7,24641611,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I was able to network well this week which I usually struggle with,Some things which I have tried are: Secondary glazing (heat and sound protection),My friend told me about another friend who said that:  superior focus,Nope,9/30/19,2276
Autistica - Adjustments,7,67388864,I'm always asked to shake hands of clients but I don’t like to touch other people,I have reduced the arguments I have with people,What has really helped is: Ear plugs,My friend told me about another friend who said that:  low income and employment for autistic people,I'm finding this app sort of helpful,9/30/19,2277
Autistica - Adjustments,7,25055544,I asked for deadlines but I was not given them. ,I was able to use text instead of speech to interact in the meeting,I would like to have more of: Consistent job duties,My friend told me about another friend who said that:  low income and employment for autistic people,Visualisations are nice,9/30/19,2278
Autistica - Adjustments,7,24503298,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I changed the way I work and it has led to more prodcutivity,I have tried the following: Tinted glasses (to minimise overpowering lights),My friend told me about another friend who said that:  difficulty in switching between tasks,I would like to upgrade this app,9/30/19,2279
Autistica - Adjustments,7,43928283,Every birthday my office buys me cake but I don't eat cake,I have successfully managed a team to complete a project,What has really helped is: Advanced notice of changes,I saw a story about a: a cyber hacker,I think there has been enough research on younger populations,9/30/19,2280
Autistica - Adjustments,7,19630284,People start working too early in the morning and my request to start later was refused,Not many successes to report unfortunately ,I have tried the following: Offering the option to refuse taking on more work (since some employees find it very difficult to say no),I watched a film about: low income and employment for autistic people,I think there should be more research in to employment opportunities,9/30/19,2281
Autistica - Adjustments,7,87042105,I had to do training on fire and safety even though I completed three months ago,I was successufl in extending my contract,Some things which I have tried are: Visual partitions of workspace (i.e. to minimise distraction and sound),I watched a film about: difficulty in switching between tasks,I'm finding this app sort of helpful,9/30/19,2282
Autistica - Adjustments,7,71593024,Sometime people misread my facial expressions,I have reduced the arguments I have with people,I would like to have more of: Work away from fire doors (which slam shut),I read a newspaper article about: superior focus,Nope,9/30/19,2283
Autistica - Adjustments,7,31866214,I don’t like socialising but it is compulsory to network as part of my job,I worked in the quite room and that was very productive,Some things which I have tried are: Avoid working in areas with fluorescent strip lighting,My friend told me about another friend who said that:  bad parenting,I'm finding this app sort of helpful,9/30/19,2284
Autistica - Adjustments,7,97162166,Every birthday my office buys me cake but I don't eat cake,I have reduced the arguments I have with people,Some things which I have tried are: Remote working option,I watched a film about: excellent autistic creativity,Really enjoying this app,9/30/19,2285
Autistica - Adjustments,7,41273901,I don’t like cookies but my team keeps celebrating cookies,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,What has really helped is: Process for having concerns recorded and taken seriously,I watched a film about: difficulty in switching between tasks,Really enjoying this app,9/30/19,2286
Autistica - Adjustments,7,43440948,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,It's so frustrating because I feel that I am close to success but it never really happens,Some things which I have tried are: Process for having concerns recorded and taken seriously,I watched a film about: superior focus,I can’t think of any right now,9/30/19,2287
Autistica - Adjustments,7,77705205,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed the way I work and it has led to more prodcutivity,Here are some things that have helped A team culture of quieter lunchtime conversations,I read a newspaper article about: superior focus,I would like to upgrade this app,9/30/19,2288
Autistica - Adjustments,7,58358243,I asked for deadlines but I was not given them. ,I haven’t had any success,I have tried the following: Realistic manager expectations,I watched a film about: difficulty in switching between tasks,I can’t think of any right now,9/30/19,2289
Autistica - Adjustments,7,47815963,I don’t like cookies but my team keeps celebrating cookies,I was successful in meeting my deadlines,What has really helped is: Explicit communication (e.g. written instructions rather than verbal),I saw a story about a: a cyber hacker,I think there should be better pathways to requesting adjustments,9/30/19,2290
Autistica - Adjustments,7,69828639,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed the way I work and it has led to more prodcutivity,I've not had much success asking for the following: Noise-cancelling headphones,I saw a story about a: bad parenting,Visualisations are nice,9/30/19,2291
Autistica - Adjustments,7,38868666,Sometime people misread my facial expressions,I was able to use text instead of speech to interact in the meeting,I have requested this: Desk fan,I read a newspaper article about: excellent autistic creativity,I can’t think of any right now,9/30/19,2292
Autistica - Adjustments,7,72888018,Sometime people misread my facial expressions,I haven’t had any success,I've not had much success asking for the following: More time for tasks,I saw a story about a: difficulty in switching between tasks,I think there has been enough research on younger populations,9/30/19,2293
Autistica - Adjustments,7,43522829,Every birthday my office buys me cake but I don't eat cake,I was successufl in extending my contract,"I have tried the following: Ability to set preference for social events (e.g. whether to receive birthday cards, location for social dinner)",I saw a story about a: low income and employment for autistic people,I think there should be more research in to employment opportunities,9/30/19,2294
Autistica - Adjustments,7,41811454,I'm always asked to shake hands of clients but I don’t like to touch other people,I was successful in meeting my deadlines,I have requested this: Access to other job opportunities within the company,I read a newspaper article about: a mathematic genius,I think there has been enough research on younger populations,9/30/19,2295
Autistica - Adjustments,7,40690745,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I was praised by my coworkers but not my manager,What has really helped is: Explicit communication (e.g. written instructions rather than verbal),I saw a story about a: excellent autistic creativity,I think there has been enough research on younger populations,9/30/19,2296
Autistica - Adjustments,7,25057429,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I changed jobs and used this app to transfer my reasonable adjustments ,Some things which I have tried are: Reduced overnight stays,I watched a film about: difficulty in switching between tasks,I can’t think of any right now,9/30/19,2297
Autistica - Adjustments,7,39249976,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I feel really depressed that I have only been told that I have failed,I've not had much success asking for the following: Repositioning of desk (e.g. in corner to avoid being startled),I watched a film about: bad parenting,Really enjoying this app,9/30/19,2298
Autistica - Adjustments,7,63410382,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,I had a meeting with my boss to change the lighting and it was changed,Some things which I have tried are: Maximise personal space where possible (e.g. spaced out seating in meetings),My friend told me about another friend who said that:  a mathematic genius,I can’t think of any right now,9/30/19,2299
Autistica - Adjustments,7,61657100,Sometime people misread my facial expressions,I was successufl in extending my contract,Here are some things that have helped Advanced notice of changes,I watched a film about: bad parenting,I'm finding this app sort of helpful,9/30/19,2300
Autistica - Adjustments,7,22222222,I was reallocated a new desk even though I liked my old desk,I have felt less depressed,I have tried the following: Repositioning of desk (e.g. in corner to avoid being startled),My friend told me about another friend who said that:  excellent autistic creativity,I would like to upgrade this app,10/1/19,2301
Autistica - Adjustments,7,11111111,Sometime people misread my facial expressions,I had a meeting with my boss to change the lighting and it was changed,I would like to have more of: Written communication preference over verbal communication,I saw a story about a: excellent autistic creativity,I think there has been enough research on younger populations,10/1/19,2302
Autistica - Adjustments,7,12077101,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I taught my coworkers to use this app,I have requested this: Communication devices (e.g. a slider on desk to indicate when working from home).,I saw a story about a: a cyber hacker,Visualisations are nice,10/1/19,2303
Autistica - Adjustments,7,38961843,Not sure what to say,I was able to network well this week which I usually struggle with,I have tried the following: Allocated parking space,I read a newspaper article about: bad parenting,Nope,10/1/19,2304
Autistica - Adjustments,7,67611589,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,It's so frustrating because I feel that I am close to success but it never really happens,Examples of good adjustments include: Flexible deadlines,I saw a story about a: bad parenting,I can’t think of any right now,10/1/19,2305
Autistica - Adjustments,7,32500162,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I enjoyed my work this week,I've not had much success asking for the following: Working near familiar and understanding colleagues,I read a newspaper article about: a cyber hacker,Nope,10/1/19,2306
Autistica - Adjustments,7,90705766,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I changed the way I work and it has led to more prodcutivity,I would like to have more of: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I watched a film about: bad parenting,Not sure what to say,10/1/19,2307
Autistica - Adjustments,7,46465154,Sometime people misread my facial expressions,I have reduced the arguments I have with people,What has really helped is: Relaxed obligations to social commitments,I read a newspaper article about: excellent autistic creativity,I'm finding this app sort of helpful,10/1/19,2308
Autistica - Adjustments,7,36480781,I'm always asked to shake hands of clients but I don’t like to touch other people,I changed jobs and used this app to transfer my reasonable adjustments ,Here are some things that have helped Minimise meeting attendance,I read a newspaper article about: low income and employment for autistic people,Nope,10/1/19,2309
Autistica - Adjustments,7,86004302,I asked for instructions to be written down but they are still provided verbally,I was successful in meeting my deadlines,I have requested this: Fast response to malfunctioning equipment (e.g. flashing light),I read a newspaper article about: bad parenting,Really enjoying this app,10/1/19,2310
Autistica - Adjustments,7,74046800,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I've not had much success asking for the following: Software to improve accessibility (e.g. screen reader),My friend told me about another friend who said that:  a cyber hacker,Really enjoying this app,10/1/19,2311
Autistica - Adjustments,7,67512682,I was reallocated a new desk even though I liked my old desk,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Here are some things that have helped Keeping promises,I saw a story about a: bad parenting,I think there should be more research in to employment opportunities,10/1/19,2312
Autistica - Adjustments,7,87436666,I asked not to be moved to another team but this was rejected,I have more confidence in meetings,I have tried the following: Training staff on neurodiversity and specific needs,I watched a film about: a cyber hacker,Visualisations are nice,10/1/19,2313
Autistica - Adjustments,7,28755653,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I ate less gluten which is harder than it sounds,I've not had much success asking for the following: Changing to part time work,My friend told me about another friend who said that:  difficulty in switching between tasks,I would like to upgrade this app,10/1/19,2314
Autistica - Adjustments,7,66722819,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I had a meeting with my boss to change the lighting and it was changed,I've not had much success asking for the following: No overnight stays,I watched a film about: bad parenting,Really enjoying this app,10/1/19,2315
Autistica - Adjustments,7,65438804,People start working too early in the morning and my request to start later was refused,I changed jobs and used this app to transfer my reasonable adjustments ,Examples of good adjustments include: No overnight stays,My friend told me about another friend who said that:  bad parenting,Nope,10/1/19,2316
Autistica - Adjustments,7,15938146,I had to do training on fire and safety even though I completed three months ago,I feel really depressed that I have only been told that I have failed,Here are some things that have helped Software to improve accessibility (e.g. screen reader),I read a newspaper article about: excellent autistic creativity,I think there should be more research in to employment opportunities,10/1/19,2317
Autistica - Adjustments,7,37603401,I was reallocated a new desk even though I liked my old desk,I have more confidence in meetings,I have requested this: Avoiding open plan office,I watched a film about: superior focus,I can’t think of any right now,10/1/19,2318
Autistica - Adjustments,7,23337145,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I have reduced the arguments I have with people,I have tried the following: Ergonomic wrist rest and keyboard.,My friend told me about another friend who said that:  a mathematic genius,Nope,10/1/19,2319
Autistica - Adjustments,7,99599196,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I ate less gluten which is harder than it sounds,I've not had much success asking for the following: More patience and flexibility from colleagues regarding misunderstandings.,I watched a film about: excellent autistic creativity,I'm finding this app sort of helpful,10/1/19,2320
Autistica - Adjustments,7,25718877,Not sure what to say,I had a meeting with my boss to change the lighting and it was changed,Here are some things that have helped Specifying clear action points in emails so that recipients understand what is being asked of them,I read a newspaper article about: low income and employment for autistic people,Nope,10/1/19,2321
Autistica - Adjustments,7,97909632,I don’t like socialising but it is compulsory to network as part of my job,I have reduced the arguments I have with people,Here are some things that have helped Online accessible resources about getting up to speed in a new role,I watched a film about: low income and employment for autistic people,I can’t think of any right now,10/1/19,2322
Autistica - Adjustments,7,40268226,My manager sucks,I was able to use text instead of speech to interact in the meeting,What has really helped is: Colleagues refrain from wearing strong perfumes if asked,I watched a film about: superior focus,I think there should be more research in to employment opportunities,10/1/19,2323
Autistica - Adjustments,7,63985686,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I enjoyed my work this week,What has really helped is: Working near familiar and understanding colleagues,I read a newspaper article about: a mathematic genius,I think there has been enough research on younger populations,10/1/19,2324
Autistica - Adjustments,7,63237915,I'm always asked to shake hands of clients but I don’t like to touch other people,Not many successes to report unfortunately ,What has really helped is: Ability to control temperature,My friend told me about another friend who said that:  low income and employment for autistic people,I think there should be better pathways to requesting adjustments,10/1/19,2325
Autistica - Adjustments,7,50544037,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,It's so frustrating because I feel that I am close to success but it never really happens,I have requested this: Avoiding physical contact if requested (e.g. no handshakes),I watched a film about: excellent autistic creativity,Nope,10/1/19,2326
Autistica - Adjustments,7,14286843,I had to do training on fire and safety even though I completed three months ago,It's so frustrating because I feel that I am close to success but it never really happens,"Some things which I have tried are: Maintain consistent job roles, patters and working partners",I read a newspaper article about: bad parenting,I think there has been enough research on younger populations,10/1/19,2327
Autistica - Adjustments,7,53175760,Not sure what to say,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I have requested this: Minimising phone-call meetings,I watched a film about: low income and employment for autistic people,Really enjoying this app,10/1/19,2328
Autistica - Adjustments,7,56361261,My manager sucks,I use dmy noise cancelling headphones really well,I would like to have more of: Flexibility to wear comfortable clothing,I watched a film about: superior focus,I'm finding this app sort of helpful,10/1/19,2329
Autistica - Adjustments,7,66411825,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I have successfully managed a team to complete a project,Examples of good adjustments include: Flexibility to wear comfortable clothing,My friend told me about another friend who said that:  difficulty in switching between tasks,Really enjoying this app,10/1/19,2330
Autistica - Adjustments,7,34060153,Every birthday my office buys me cake but I don't eat cake,I enjoyed my work this week,"I have tried the following: Accurate job descriptions (e.g. not emphasising social presentation skills when not necessary, clarifying likelihood of taking on additional responsibilities)",I watched a film about: bad parenting,Really enjoying this app,10/1/19,2331
Autistica - Adjustments,7,11168511,I'm always asked to shake hands of clients but I don’t like to touch other people,I was praised by my coworkers but not my manager,I have tried the following: Access to senior mentoring,I saw a story about a: a cyber hacker,I'm finding this app sort of helpful,10/1/19,2332
Autistica - Adjustments,7,85920205,Every birthday my office buys me cake but I don't eat cake,I was successufl in extending my contract,Examples of good adjustments include: Specifying clear action points in emails so that recipients understand what is being asked of them,I watched a film about: low income and employment for autistic people,I think there should be better pathways to requesting adjustments,10/1/19,2333
Autistica - Adjustments,7,83766303,I asked not to be moved to another team but this was rejected,I feel really depressed that I have only been told that I have failed,I have tried the following: Repositioning of desk (e.g. in corner to avoid being startled),I read a newspaper article about: low income and employment for autistic people,Nope,10/1/19,2334
Autistica - Adjustments,7,64793738,Not sure what to say,My typing speed has increased a lot,What has really helped is: Avoiding unnecessary metaphorical and idiomatic language.,My friend told me about another friend who said that:  difficulty in switching between tasks,Visualisations are nice,10/1/19,2335
Autistica - Adjustments,7,59096037,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I worked in the quite room and that was very productive,I've not had much success asking for the following: A team culture of not eating lunch at desks,I saw a story about a: low income and employment for autistic people,Not sure what to say,10/1/19,2336
Autistica - Adjustments,7,77773077,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I ate less gluten which is harder than it sounds,Examples of good adjustments include: Weekly plan with manager,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be more research in to employment opportunities,10/1/19,2337
Autistica - Adjustments,7,47375033,Really not a fan of the strip lighting being used but everyone keeps turning the lights on after I have turned it off,I haven’t had any success,What has really helped is: No role-play on training courses,I read a newspaper article about: excellent autistic creativity,I'm finding this app sort of helpful,10/1/19,2338
Autistica - Adjustments,7,39847852,Every birthday my office buys me cake but I don't eat cake,I was able to use text instead of speech to interact in the meeting,I would like to have more of: Remote working option,My friend told me about another friend who said that:  excellent autistic creativity,I think there should be better pathways to requesting adjustments,10/1/19,2339
Autistica - Adjustments,7,68971632,I've asked my co-workers not to wear so much perfume and it makes me feel queasy but they have refused,Not many successes to report unfortunately ,I have requested this: Online accessible resources about getting up to speed in a new role,I saw a story about a: excellent autistic creativity,I think there should be better pathways to requesting adjustments,10/1/19,2340
Autistica - Adjustments,7,22090963,I don’t like socialising but it is compulsory to network as part of my job,I changed jobs and used this app to transfer my reasonable adjustments ,I would like to have more of: Blue screen filter for computer screen,My friend told me about another friend who said that:  a mathematic genius,I think there has been enough research on younger populations,10/1/19,2341
Autistica - Adjustments,7,60377624,Communication is not happening the way I have requested,I have more confidence in meetings,Examples of good adjustments include: Avoiding negative language in the workplace (e.g. autism as a tragedy).,I read a newspaper article about: a mathematic genius,I can’t think of any right now,10/1/19,2342
Autistica - Adjustments,7,30738880,I love my manager's work ethic because they get the best out of me but I don’t like to be made the centre of attention when I am successful,I ate less gluten which is harder than it sounds,I've not had much success asking for the following: Flexibility to wear comfortable clothing,My friend told me about another friend who said that:  low income and employment for autistic people,I would like to upgrade this app,10/1/19,2343
Autistica - Adjustments,7,86589369,I asked not to be moved to another team but this was rejected,I was successful in factoring in enough time to arrive at meetings without feeling flushed,I would like to have more of: Ergonomic wrist rest and keyboard.,I watched a film about: low income and employment for autistic people,I think there should be better pathways to requesting adjustments,10/1/19,2344
Autistica - Adjustments,7,66155821,I asked not to be moved to another team but this was rejected,I was able to network well this week which I usually struggle with,What has really helped is: Frequent feedback,I watched a film about: a mathematic genius,Really enjoying this app,10/1/19,2345
Autistica - Adjustments,7,61677296,We had an overnight hackathon and there were not enough vegan options,I was able to network well this week which I usually struggle with,I have requested this: Ergonomic wrist rest and keyboard.,I watched a film about: difficulty in switching between tasks,Visualisations are nice,10/1/19,2346
Autistica - Adjustments,7,56419454,We had an overnight hackathon and there were not enough vegan options,I managed my anxiety before a big presentation better,Examples of good adjustments include: Noise-cancelling headphones,I saw a story about a: bad parenting,Not sure what to say,10/1/19,2347
Autistica - Adjustments,7,86397034,"I think there could be better communication, when I get instructions verbally I am overwhelmed",I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Examples of good adjustments include: Software to improve accessibility (e.g. screen reader),I watched a film about: low income and employment for autistic people,I think there should be better pathways to requesting adjustments,10/1/19,2348
Autistica - Adjustments,7,41455969,My manager sucks,I have reduced the arguments I have with people,Examples of good adjustments include: Flexibility to wear comfortable clothing,I read a newspaper article about: low income and employment for autistic people,I can’t think of any right now,10/1/19,2349
Autistica - Adjustments,7,23394144,I don’t like socialising but it is compulsory to network as part of my job,I was successful in factoring in enough time to arrive at meetings without feeling flushed,Examples of good adjustments include: Frequent feedback,I read a newspaper article about: superior focus,I think there should be better pathways to requesting adjustments,10/1/19,2350
Autistica - Adjustments,7,21326904,I asked for deadlines but I was not given them. ,I have felt less depressed,Some things which I have tried are: Working near familiar and understanding colleagues,I read a newspaper article about: superior focus,I think there should be more research in to employment opportunities,10/1/19,2351
Autistica - Adjustments,7,44980497,I was distracted by the patterns on the walls of my office but no one understands why they are distracting for me,I was able to network well this week which I usually struggle with,Examples of good adjustments include: Written communication preference over verbal communication,I read a newspaper article about: bad parenting,I'm finding this app sort of helpful,10/1/19,2352
Autistica - Adjustments,7,38982647,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I was successufl in extending my contract,Here are some things that have helped Secondary glazing (heat and sound protection),My friend told me about another friend who said that:  bad parenting,I can’t think of any right now,10/1/19,2353
Autistica - Adjustments,7,80484260,We had an overnight hackathon and there were not enough vegan options,I have been told that I have had a successful week but I really don’t understand why. It would be helpful if people told me about why so that I could replicate it,Here are some things that have helped Noise-cancelling headphones,I read a newspaper article about: low income and employment for autistic people,I think there should be better pathways to requesting adjustments,10/1/19,2354
Autistica - Adjustments,7,24052776,We had an overnight hackathon and there were not enough vegan options,I use dmy noise cancelling headphones really well,Here are some things that have helped Keeping promises,I watched a film about: low income and employment for autistic people,Nope,10/1/19,2355
Autistica - Adjustments,7,70538701,Communication is not happening the way I have requested,I haven’t had any success,I've not had much success asking for the following: Minimising public-facing responsibilities,I read a newspaper article about: bad parenting,I think there should be more research in to employment opportunities,10/1/19,2356
Autistica - Adjustments,7,89804580,I don’t like cookies but my team keeps celebrating cookies,I changed jobs and used this app to transfer my reasonable adjustments ,I have tried the following: Ergonomic chair,I read a newspaper article about: excellent autistic creativity,I think there has been enough research on younger populations,10/1/19,2357
Autistica - Adjustments,7,17191527,I asked for instructions to be written down but they are still provided verbally,I enjoyed my work this week,I would like to have more of: Evolving job role based on strengths,I read a newspaper article about: a mathematic genius,I can’t think of any right now,10/1/19,2358
Autistica - Adjustments,7,12248148,Every birthday my office buys me cake but I don't eat cake,I ate less gluten which is harder than it sounds,"What has really helped is: Accurate job descriptions (e.g. not emphasising social presentation skills when not necessary, clarifying likelihood of taking on additional responsibilities)",My friend told me about another friend who said that:  superior focus,I can’t think of any right now,10/1/19,2359
Autistica - Adjustments,7,14567809,We had an overnight hackathon and there were not enough vegan options,I enjoyed my work this week,What has really helped is: Access to other job opportunities within the company,I read a newspaper article about: a cyber hacker,I think there should be more research in to employment opportunities,10/1/19,2360
Autistica - Adjustments,7,53779464,I'm really sensitive to noise and asked to be seated away from the kitchen but this was refused,I changed the way I work and it has led to more prodcutivity,What has really helped is: Avoid working in areas with fluorescent strip lighting,I watched a film about: a mathematic genius,I would like to upgrade this app,10/1/19,2361
Autistica - Adjustments,7,97777931,I don’t like cookies but my team keeps celebrating cookies,I ate less gluten which is harder than it sounds,Examples of good adjustments include: Fast response to malfunctioning equipment (e.g. flashing light),I read a newspaper article about: bad parenting,I would like to upgrade this app,10/1/19,2362
Autistica - Adjustments,7,99713717,People start working too early in the morning and my request to start later was refused,I was able to use text instead of speech to interact in the meeting,What has really helped is: Avoiding open plan office,My friend told me about another friend who said that:  difficulty in switching between tasks,I think there should be more research in to employment opportunities,10/1/19,2363
Autistica - Adjustments,7,93466703,Communication is not happening the way I have requested,I ate less gluten which is harder than it sounds,I would like to have more of: Changing to part time work,I saw a story about a: difficulty in switching between tasks,Visualisations are nice,10/1/19,2364
Autistica - Adjustments,7,37419497,We always have misunderstandings in communication but despite trying to adjust for my manager I do not feel they are really adjusting for me. ,I worked in the quite room and that was very productive,"I have tried the following: Maintain consistent job roles, patters and working partners",I watched a film about: difficulty in switching between tasks,Not sure what to say,10/1/19,2365
Autistica - Adjustments,7,35358065,I wasn't sure what to wear to a social event but in the end my chicken costume was perfect for the clients,I was able to network well this week which I usually struggle with,I would like to have more of: Ear defenders,I saw a story about a: excellent autistic creativity,Not sure what to say,10/1/19,2366
Autistica - Adjustments,7,86131995,I don’t like cookies but my team keeps celebrating cookies,I was praised by my coworkers but not my manager,I have tried the following: Flexibility to eat lunch separately from colleagues,I saw a story about a: bad parenting,I think there should be more research in to employment opportunities,10/1/19,2367
Autistica - Adjustments,7,57180656,People start working too early in the morning and my request to start later was refused,I was successufl in extending my contract,I have requested this: Allocated parking space,I read a newspaper article about: excellent autistic creativity,I think there has been enough research on younger populations,10/1/19,2368
