FormName,FormFreq,Username,Know what is expected of you as a worker,Help build a team as a working unit,Determine what is expected of you on the job,"Know how things ""really work"" inside an organisation",Work under pressure,Master an organisation's slang and special jargon,Manage conflict among group members,Understand what all of the duties of your role entail,Solve new and difficult problems,Work under extreme cricumstances,Understand the politics in the organisation,Continue to learn once you're on the job,Develop cooperative working relationships with others,Invent new ways of doing things,Solve most problems even though no solution is immediately apparent,Find out exactly what a problem is when fist becoming aware of it,Listen effectively to gain information,Know an organisation's long-held traditions,Work well in situations that other people consider stressful,Understand the behaviour appropriate to your role,Challenge things that are done by the book,Learn from your mistakes,Solve problems no matter how complex,Coordinate tasks within you work group,Learn to improve on your past performance,Be sensitive to other's feelings and attitudes,Function well at work even when faced with personal difficulties,Concentrate on what someone is saying to you even though other things could distract you,Listen effectively to understand opposing points of view,Have the skills and abilities to do my job properly,Date,ID,Learning,Problemsolving,Pressure,Roleexpectations,Teamwork,Sensitivity,Workpolitics
Autistica - Work: Self Confidence,120,57180656,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3,3,2,3,3,3,3,2,2,3,3,2,3,3,2,8/30/19,1968,2.25,2.666666667,2.75,2.5,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,62929404,2,2,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2,2,2,8/30/19,1969,2.25,2,2.25,2.5,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,30901982,2,2,3,3,3,2,2,2,3,3,2,3,3,3,3,2,3,3,3,2,2,3,3,2,2,2,3,2,2,2,8/30/19,1970,2.75,2.666666667,2,2.5,2.25,2.5,2.75
Autistica - Work: Self Confidence,120,93085379,1,3,2,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,2,3,2,3,8/30/19,1971,2.5,2.333333333,2.5,1.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,77431644,2,2,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,2,2,3,2,8/30/19,1972,2.25,2.666666667,2,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,67013133,5,2,2,3,2,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,8/30/19,1973,2.25,2.666666667,2.5,3,2,2.75,2.5
Autistica - Work: Self Confidence,120,13838301,1,3,3,2,2,2,3,3,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,3,2,3,3,2,8/30/19,1974,2.75,2.333333333,2.75,2,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,66718298,5,3,2,2,3,2,3,3,3,2,2,3,2,2,3,3,3,3,2,2,2,3,3,2,3,2,3,3,3,2,8/30/19,1975,2.5,2.666666667,2.25,3,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,24641611,5,3,2,3,2,2,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2,2,3,3,8/30/19,1976,2.25,2.5,2,3,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,67388864,5,2,2,2,2,2,3,2,3,2,3,2,2,2,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,3,8/30/19,1977,2.25,2.333333333,2.25,3,2,2.75,2.25
Autistica - Work: Self Confidence,120,25055544,1,2,2,3,3,3,2,3,3,2,3,2,3,2,3,2,3,3,2,3,3,2,3,3,2,2,3,2,2,2,8/30/19,1978,2.75,2.5,2.75,2.25,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,24503298,2,2,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,2,2,3,2,2,3,3,2,8/30/19,1979,2.5,2.166666667,2.75,2.75,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,43928283,3,3,3,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,3,2,2,2,2,3,3,8/30/19,1980,2.75,3,2.25,2.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,19630284,1,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,3,2,2,2,3,3,2,2,3,3,3,3,8/30/19,1981,2.25,2.333333333,2.5,2,2.25,3,2.25
Autistica - Work: Self Confidence,120,87042105,1,3,2,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,3,8/30/19,1982,2.75,2.5,2.25,1.75,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,71593024,5,3,2,2,2,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,8/30/19,1983,2.25,2.833333333,2.75,3,2.75,3,2.25
Autistica - Work: Self Confidence,120,31866214,5,2,3,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,8/30/19,1984,2.25,2.666666667,2.75,3.25,2,2.75,2.5
Autistica - Work: Self Confidence,120,97162166,5,3,3,2,2,2,2,3,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,8/30/19,1985,2.25,2.5,2.25,3.5,2.5,3,2.25
Autistica - Work: Self Confidence,120,41273901,1,3,2,2,3,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,2,2,3,2,3,2,8/30/19,1986,2.75,2.833333333,2.5,2,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,43440948,2,2,2,2,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,2,3,3,2,3,2,3,3,2,2,3,8/30/19,1987,2.5,2.666666667,2.25,2.5,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,77705205,2,2,3,3,2,3,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,8/30/19,1988,2.25,2.833333333,2.5,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,58358243,1,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,8/30/19,1989,2.5,2.333333333,2.75,2.25,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,47815963,5,3,3,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,8/30/19,1990,2,2.5,2.5,3.5,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,69828639,1,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,8/30/19,1991,2.5,2.333333333,2.25,1.75,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,38868666,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,8/30/19,1992,2.25,2.5,2.75,2.25,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,72888018,2,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,2,3,3,3,2,2,3,2,3,2,8/30/19,1993,2.5,2.666666667,2.5,2,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,43522829,5,3,3,3,3,3,2,2,3,2,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,8/30/19,1994,3,2.833333333,2.5,3.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,41811454,1,3,3,3,2,2,3,2,2,2,2,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,2,2,2,3,8/30/19,1995,2.5,2.5,2.25,2.25,2.5,2.5,3
Autistica - Work: Self Confidence,120,40690745,5,3,2,2,3,2,2,3,3,3,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,2,3,3,3,2,8/30/19,1996,2.25,2.666666667,2.5,3,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,25057429,2,3,3,2,3,3,2,2,3,2,2,2,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,8/30/19,1997,2.5,2.333333333,2.25,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,39249976,1,2,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,2,2,2,2,3,2,3,2,2,2,3,3,2,8/30/19,1998,2.25,2.5,2.25,2,2.5,2.25,2
Autistica - Work: Self Confidence,120,63410382,1,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,8/30/19,1999,2.5,2.666666667,2.5,2,2.75,2.5,2
Autistica - Work: Self Confidence,120,61657100,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,3,2,2,3,2,2,2,2,3,2,2,2,3,3,8/30/19,2000,2.5,2.5,2.5,2.25,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,22222222,1,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,2,09/01/2019,2001,3,2.5,2.5,2.25,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,11111111,2,2,2,2,2,3,2,3,2,2,2,2,2,3,3,2,2,2,3,3,3,2,3,2,2,3,3,3,3,3,09/01/2019,2002,2.5,2.166666667,2.75,2.25,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,12077101,3,2,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,09/01/2019,2003,2.5,2.5,2.25,2.75,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,38961843,5,3,2,3,3,3,2,3,3,2,3,2,3,3,3,2,2,3,3,3,3,2,2,2,3,2,2,3,2,3,09/01/2019,2004,2.5,2.166666667,3,3.25,3,2.5,2.5
Autistica - Work: Self Confidence,120,67611589,1,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,3,2,2,2,2,3,09/01/2019,2005,2.5,2.5,2.75,2.25,2.5,2.25,3
Autistica - Work: Self Confidence,120,32500162,2,3,3,2,3,2,3,3,2,3,2,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,3,09/01/2019,2006,3,2.333333333,2.25,2.25,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,90705766,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,2,2,2,2,3,2,3,2,3,2,3,2,3,2,2,09/01/2019,2007,2.5,2.666666667,2.75,2.25,2.75,2,2.5
Autistica - Work: Self Confidence,120,46465154,5,2,3,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,09/01/2019,2008,2.5,2.333333333,2.25,3.25,2.25,2.25,2.25
Autistica - Work: Self Confidence,120,36480781,3,2,2,2,2,2,2,3,2,3,2,2,3,3,3,2,2,2,3,3,3,2,2,2,2,3,3,2,3,2,09/01/2019,2009,2.5,2.333333333,2.25,2.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,86004302,2,3,3,2,2,3,3,3,2,2,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,2,3,3,09/01/2019,2010,2,2.5,2.75,2.5,3,2.75,2.5
Autistica - Work: Self Confidence,120,74046800,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3,3,2,3,2,3,2,3,2,3,3,3,3,3,2,3,09/01/2019,2011,2.5,2.833333333,2.5,2.5,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,67512682,5,3,2,2,3,3,2,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,3,09/01/2019,2012,2.75,3,2.5,3,2.5,2.75,2.25
Autistica - Work: Self Confidence,120,87436666,3,2,3,2,3,3,3,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,3,3,3,3,3,2,2,09/01/2019,2013,2.75,2.5,2.5,2.5,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,28755653,5,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,09/01/2019,2014,2.75,2.333333333,2.5,3.5,2.75,2.5,2.75
Autistica - Work: Self Confidence,120,66722819,5,3,2,3,2,2,3,2,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,2,3,2,3,2,09/01/2019,2015,2.5,2.5,2,3.25,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,65438804,5,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,3,2,2,2,2,3,3,2,2,3,3,09/01/2019,2016,2.25,2.666666667,2.5,3,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,15938146,3,3,2,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,3,2,3,3,3,3,2,2,3,09/01/2019,2017,2.5,2.666666667,2.5,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,37603401,1,3,2,2,2,2,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,2,3,2,3,3,2,3,2,2,09/01/2019,2018,2.75,2.166666667,2.5,2.25,2.5,2.25,2.5
Autistica - Work: Self Confidence,120,23337145,5,3,2,2,3,3,2,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,09/01/2019,2019,2.75,2.5,2.5,2.75,2.75,2,2
Autistica - Work: Self Confidence,120,99599196,2,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,09/01/2019,2020,2.75,2.333333333,2.25,2.5,2.5,2,3
Autistica - Work: Self Confidence,120,25718877,5,3,3,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,2,2,3,2,2,2,3,2,2,3,3,09/01/2019,2021,2.5,2.666666667,2.5,3,2.5,2.5,3
Autistica - Work: Self Confidence,120,97909632,1,2,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,2,3,2,3,3,2,3,2,3,3,2,3,3,09/01/2019,2022,2.5,2.833333333,2.5,2.5,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,40268226,3,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,09/01/2019,2023,2.25,2.166666667,2.75,2.5,2.25,2,2
Autistica - Work: Self Confidence,120,63985686,5,2,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,3,09/01/2019,2024,2.75,2.333333333,2.25,3.25,2,2.5,2.5
Autistica - Work: Self Confidence,120,63237915,3,3,2,2,2,3,2,3,3,2,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,2,3,2,2,3,09/01/2019,2025,2.5,2.666666667,2.5,2.75,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,50544037,1,2,3,2,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,3,3,2,2,3,2,2,2,3,2,2,09/01/2019,2026,2.25,2.333333333,3,2.25,2.5,2,2.5
Autistica - Work: Self Confidence,120,14286843,1,3,2,3,3,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,09/01/2019,2027,2.25,2.333333333,2,1.75,3,2.25,2.25
Autistica - Work: Self Confidence,120,53175760,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,3,3,3,2,3,2,3,2,3,3,2,09/01/2019,2028,2.25,2.666666667,2.5,2.5,2,2.25,2
Autistica - Work: Self Confidence,120,56361261,5,3,2,2,2,3,2,3,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,09/01/2019,2029,2.5,2.333333333,2.25,2.75,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,66411825,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,3,3,09/01/2019,2030,2.5,2.666666667,2.5,2.5,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,34060153,2,3,3,2,2,3,2,3,3,2,3,2,2,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,2,09/01/2019,2031,2.25,2.666666667,3,2.5,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,11168511,2,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,09/01/2019,2032,2.75,2.5,2,2.25,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,85920205,1,3,3,2,2,2,3,2,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,3,2,09/01/2019,2033,2.75,2.833333333,2.75,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,83766303,2,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,2,2,2,3,3,2,3,2,3,3,2,09/01/2019,2034,2.5,2.666666667,2.5,2.25,2,2.5,2.5
Autistica - Work: Self Confidence,120,64793738,1,3,3,3,2,2,2,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,3,2,2,3,2,3,2,09/01/2019,2035,2.25,2.833333333,2,2.5,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,59096037,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,09/01/2019,2036,2.5,2.333333333,2.5,2.25,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,77773077,2,2,2,3,3,2,3,3,2,3,2,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,2,2,2,2,09/01/2019,2037,2.25,2.666666667,2,2.25,2.25,2,2.75
Autistica - Work: Self Confidence,120,47375033,3,3,3,2,2,3,2,3,3,2,3,3,2,2,3,2,3,2,2,2,2,2,2,3,3,3,2,3,3,2,09/01/2019,2038,2.25,2.5,2.75,2.75,2.75,2.25,2.25
Autistica - Work: Self Confidence,120,39847852,1,3,3,2,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,3,2,3,3,09/01/2019,2039,2.5,2.333333333,2.25,2,2.75,2.75,2.75
Autistica - Work: Self Confidence,120,68971632,3,2,3,2,3,2,3,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,3,2,3,2,09/01/2019,2040,2.75,2.5,2.25,2.5,2.25,2.5,2.25
Autistica - Work: Self Confidence,120,22090963,1,3,3,2,2,3,2,2,2,2,3,2,2,3,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,3,09/01/2019,2041,2.25,2.333333333,3,2,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,60377624,5,2,2,2,2,2,2,2,3,3,2,3,3,2,3,3,3,3,2,3,3,2,2,2,2,3,3,3,2,2,09/01/2019,2042,2.5,2.666666667,2.5,3.25,2,2.5,2.25
Autistica - Work: Self Confidence,120,30738880,1,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,3,2,2,3,09/01/2019,2043,2.5,2.5,2.25,2.25,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,86589369,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,3,2,3,2,3,3,3,09/01/2019,2044,2.75,2.333333333,2.75,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,66155821,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,2,3,2,3,3,3,2,3,2,09/01/2019,2045,2.75,2.333333333,2.75,2.25,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,61677296,5,2,2,2,3,3,3,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,09/01/2019,2046,2.5,2.833333333,2.75,3,2.25,2,2.5
Autistica - Work: Self Confidence,120,56419454,3,3,2,2,2,3,3,2,3,3,2,2,3,3,3,3,2,3,2,2,3,2,3,2,2,3,2,2,2,2,09/01/2019,2047,2.75,2.5,2.25,2.75,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,86397034,2,3,2,3,2,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,09/01/2019,2048,2.25,2.666666667,2,2.5,2.75,2.75,2.5
Autistica - Work: Self Confidence,120,41455969,2,2,2,3,2,3,3,2,3,3,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,09/01/2019,2049,2.75,2.833333333,2.5,2.25,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,23394144,1,2,3,2,3,2,3,3,2,2,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,2,2,2,2,2,09/01/2019,2050,2.5,2.5,2.5,2.25,2.75,2.25,2.5
Autistica - Work: Self Confidence,120,21326904,1,2,2,3,3,3,2,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,3,3,3,2,3,2,2,09/01/2019,2051,2.5,2.666666667,3,2,2.25,2,2.5
Autistica - Work: Self Confidence,120,44980497,1,3,3,2,3,3,3,2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,2,3,2,2,2,2,2,3,09/01/2019,2052,2.5,2.333333333,2.5,2,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,38982647,2,3,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,3,3,2,2,2,3,3,3,2,2,3,2,3,09/01/2019,2053,2.5,2.5,2.75,2,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,80484260,3,3,2,2,3,3,2,3,2,2,2,2,3,2,3,2,2,3,3,2,2,2,3,3,3,2,3,3,3,2,09/01/2019,2054,2.75,2.333333333,2.5,2.25,2.75,2.75,2.25
Autistica - Work: Self Confidence,120,24052776,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,09/01/2019,2055,2.5,2.166666667,2.5,2.5,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,70538701,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,2,09/01/2019,2056,2.75,2.833333333,2.75,2.75,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,89804580,5,3,3,3,3,2,3,2,2,3,3,3,2,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,09/01/2019,2057,2.5,2.333333333,2.5,3,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,17191527,5,2,3,3,3,2,2,2,3,3,3,3,3,2,3,2,3,2,2,3,3,3,3,2,2,3,2,3,3,2,09/01/2019,2058,3,2.666666667,2.75,3.5,2,2.25,2.5
Autistica - Work: Self Confidence,120,12248148,5,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,2,2,3,3,3,09/01/2019,2059,2.5,2.5,3,3.25,2.75,2.75,3
Autistica - Work: Self Confidence,120,14567809,1,2,2,3,3,2,3,3,2,2,3,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,09/01/2019,2060,2.75,2.5,2.25,2,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,53779464,5,2,2,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,09/01/2019,2061,2.75,2.833333333,2.5,3,2.5,2.25,2.25
Autistica - Work: Self Confidence,120,97777931,3,2,3,2,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,2,2,3,2,2,3,3,3,3,3,09/01/2019,2062,2.5,2.166666667,2.75,2.75,2.5,3,2.5
Autistica - Work: Self Confidence,120,99713717,5,2,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,09/01/2019,2063,2.5,3,2.5,3.25,2.5,2.75,2.75
Autistica - Work: Self Confidence,120,93466703,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,3,2,3,3,2,2,2,2,3,3,3,3,2,3,09/01/2019,2064,2.25,2.5,2.75,2,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,37419497,3,3,2,2,3,2,2,2,2,3,2,3,2,2,2,3,3,2,2,3,3,2,3,2,3,3,2,2,2,2,09/01/2019,2065,2.75,2.5,2.25,2.5,2.5,2,2.25
Autistica - Work: Self Confidence,120,35358065,3,2,3,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,3,3,2,2,2,2,3,3,3,09/01/2019,2066,2.25,2.5,2.5,2.75,2.25,2.75,2.5
Autistica - Work: Self Confidence,120,86131995,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,2,2,3,3,2,2,3,2,3,09/01/2019,2067,2,2.5,2.5,2.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,57180656,1,2,3,2,2,2,2,2,2,3,3,2,3,2,3,3,3,2,2,2,2,2,3,3,3,2,3,3,3,3,09/01/2019,2068,2.5,2.833333333,2.5,2,2.25,2.75,2
Autistica - Work: Self Confidence,120,62929404,5,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,2,3,3,3,3,09/01/2019,2069,2,2.333333333,2.75,2.75,2.25,2.75,2.75
Autistica - Work: Self Confidence,120,30901982,3,3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,2,2,3,3,3,2,2,09/01/2019,2070,2.75,2.5,2.75,2.5,2.5,2.5,2.5
Autistica - Work: Self Confidence,120,93085379,1,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,2,3,3,2,2,09/01/2019,2071,2.5,2.666666667,2.75,2,2.5,2.5,2.75
Autistica - Work: Self Confidence,120,77431644,3,3,2,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,09/01/2019,2072,2.25,2.333333333,2.5,2.75,2.75,2.5,2.5
Autistica - Work: Self Confidence,120,67013133,5,3,2,2,2,2,3,3,3,3,2,2,2,2,2,3,2,3,2,3,2,3,2,3,3,3,2,2,3,2,09/01/2019,2073,2.25,2.666666667,2.25,3,2.75,2.5,2.25
Autistica - Work: Self Confidence,120,13838301,5,2,2,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,09/01/2019,2074,2.5,2.666666667,3,3.25,2.5,2.75,2.5
Autistica - Work: Self Confidence,120,66718298,1,3,3,3,2,3,2,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,2,2,2,09/01/2019,2075,2.5,2.5,2.25,2.5,2.5,2.5,2.25
Autistica - Work: Self Confidence,120,24641611,3,2,2,2,2,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,2,09/01/2019,2076,2.25,2.833333333,2.75,2.5,2.25,2.25,2.5
Autistica - Work: Self Confidence,120,67388864,3,3,3,3,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,3,3,2,2,3,3,2,2,09/01/2019,2077,2.25,2.333333333,2.5,2.75,2.25,2.5,2.5
Autistica - Work: Self Confidence,120,25055544,3,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,2,2,2,2,09/01/2019,2078,2.5,2.666666667,2.5,2.75,2.5,2.25,2
Autistica - Work: Self Confidence,120,24503298,5,2,3,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,09/01/2019,2079,2.25,2.333333333,2.25,3.5,2.25,3,2.25
Autistica - Work: Self Confidence,120,43928283,5,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,3,2,3,3,2,3,2,3,09/01/2019,2080,2.75,2.166666667,2.75,3.25,2.75,2.25,2.75
Autistica - Work: Self Confidence,120,19630284,2,3,2,2,2,2,3,3,3,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,2,3,2,3,3,3,09/01/2019,2081,2.5,2.166666667,2.5,2.25,2.75,2.75,2.25
